Table_ID,Cell_ID,Cell_Label,Cell_Label_Tier1,Cell_Label_Tier2,Cell_Label_Tier3,Cell_Label_Tier4,Cell_Label_Tier5,Cell_Label_Short_Tier1,Cell_Label_Short_Tier2,Cell_Label_Short_Tier3,Cell_Label_Short_Tier4,Cell_Label_Short_Tier5,EW_Count,n_Interior_Cells
ts064,ts0640099,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,913 Elementary Process Plant Occupations,228885,104
ts064,ts0640100,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,921 Elementary Administration Occupations,163839,104
ts064,ts0640101,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,922 Elementary Cleaning Occupations,717870,104
ts064,ts0640102,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,923 Elementary Security Occupations,254962,104
ts064,ts0640103,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,924 Elementary Sales Occupations,78795,104
ts064,ts0640104,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,925 Elementary Storage Occupations,547855,104
ts064,ts0640105,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,926 Other Elementary Services Occupations,684863,104
ts065,ts0650001,Total: All usual residents aged 16 years and over not in employment the week before the census,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20792707,3
ts065,ts0650002,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,Worked in the last 12 months,2729755,3
ts065,ts0650003,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,Not worked in the last 12 months,12762983,3
ts065,ts0650004,Never worked,Never worked,Never worked,Never worked,Never worked,Never worked,Never worked,Never worked,Never worked,Never worked,Never worked,5299969,3
ts066,ts0660001,Total: All usual residents aged 16 years and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48566371,19
ts066,ts0660002,Economically active (excluding full-time students),Economically active (excluding full-time students),NA,NA,NA,NA,Economically active (excluding full-time students),NA,NA,NA,NA,28336631,19
ts066,ts0660003,Economically active (excluding full-time students): In employment,NA,Economically active (excluding full-time students): In employment,NA,NA,NA,NA,Economically active (excluding full-time students): In employment,NA,NA,NA,26960268,19
ts066,ts0660004,Economically active (excluding full-time students): In employment: Employee,NA,NA,Economically active (excluding full-time students): In employment: Employee,NA,NA,NA,NA,Economically active (excluding full-time students): In employment: Employee,NA,NA,22361153,19
ts066,ts0660005,Economically active (excluding full-time students): In employment: Employee: Part-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Employee: Part-time,Economically active (excluding full-time students): In employment: Employee: Part-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Employee: Part-time,Economically active (excluding full-time students): In employment: Employee: Part-time,5778651,19
ts066,ts0660006,Economically active (excluding full-time students): In employment: Employee: Full-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Employee: Full-time,Economically active (excluding full-time students): In employment: Employee: Full-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Employee: Full-time,Economically active (excluding full-time students): In employment: Employee: Full-time,16582502,19
ts066,ts0660007,Economically active (excluding full-time students): In employment: Self-employed with employees,NA,NA,Economically active (excluding full-time students): In employment: Self-employed with employees,NA,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed with employees,NA,NA,740625,19
ts066,ts0660008,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,176124,19
ts066,ts0660009,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,564501,19
ts066,ts0660010,Economically active (excluding full-time students): In employment: Self-employed without employees,NA,NA,Economically active (excluding full-time students): In employment: Self-employed without employees,NA,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed without employees,NA,NA,3858490,19
ts066,ts0660011,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,1678095,19
ts066,ts0660012,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,NA,NA,NA,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,2180395,19
ts066,ts0660013,Economically active (excluding full-time students): Unemployed,NA,Economically active (excluding full-time students): Unemployed,Economically active (excluding full-time students): Unemployed,Economically active (excluding full-time students): Unemployed,Economically active (excluding full-time students): Unemployed,NA,Economically active (excluding full-time students): Unemployed,Economically active (excluding full-time students): Unemployed,Economically active (excluding full-time students): Unemployed,Economically active (excluding full-time students): Unemployed,1376363,19
ts066,ts0660014,Economically active and a full-time student,Economically active and a full-time student,NA,NA,NA,NA,Economically active and a full-time student,NA,NA,NA,NA,1112219,19
ts066,ts0660015,Economically active and a full-time student: In employment,NA,Economically active and a full-time student: In employment,NA,NA,NA,NA,Economically active and a full-time student: In employment,NA,NA,NA,813397,19
ts066,ts0660016,Economically active and a full-time student: In employment: Employee,NA,NA,Economically active and a full-time student: In employment: Employee,NA,NA,NA,NA,Economically active and a full-time student: In employment: Employee,NA,NA,746230,19
ts066,ts0660017,Economically active and a full-time student: In employment: Employee: Part-time,NA,NA,NA,Economically active and a full-time student: In employment: Employee: Part-time,Economically active and a full-time student: In employment: Employee: Part-time,NA,NA,NA,Economically active and a full-time student: In employment: Employee: Part-time,Economically active and a full-time student: In employment: Employee: Part-time,598281,19
ts066,ts0660018,Economically active and a full-time student: In employment: Employee: Full-time,NA,NA,NA,Economically active and a full-time student: In employment: Employee: Full-time,Economically active and a full-time student: In employment: Employee: Full-time,NA,NA,NA,Economically active and a full-time student: In employment: Employee: Full-time,Economically active and a full-time student: In employment: Employee: Full-time,147949,19
ts066,ts0660019,Economically active and a full-time student: In employment: Self-employed with employees,NA,NA,Economically active and a full-time student: In employment: Self-employed with employees,NA,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed with employees,NA,NA,7165,19
ts066,ts0660020,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,4254,19
ts066,ts0660021,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,2911,19
ts066,ts0660022,Economically active and a full-time student: In employment: Self-employed without employees,NA,NA,Economically active and a full-time student: In employment: Self-employed without employees,NA,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed without employees,NA,NA,60002,19
ts066,ts0660023,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,45599,19
ts066,ts0660024,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,NA,NA,NA,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,14403,19
ts066,ts0660025,Economically active and a full-time student: Unemployed,NA,Economically active and a full-time student: Unemployed,Economically active and a full-time student: Unemployed,Economically active and a full-time student: Unemployed,Economically active and a full-time student: Unemployed,NA,Economically active and a full-time student: Unemployed,Economically active and a full-time student: Unemployed,Economically active and a full-time student: Unemployed,Economically active and a full-time student: Unemployed,298822,19
ts066,ts0660026,Economically inactive,Economically inactive,NA,NA,NA,NA,Economically inactive,NA,NA,NA,NA,19117521,19
ts066,ts0660027,Economically inactive: Retired,NA,Economically inactive: Retired,Economically inactive: Retired,Economically inactive: Retired,Economically inactive: Retired,NA,Retired,Retired,Retired,Retired,10513713,19
ts066,ts0660028,Economically inactive: Student,NA,Economically inactive: Student,Economically inactive: Student,Economically inactive: Student,Economically inactive: Student,NA,Student,Student,Student,Student,2740634,19
ts066,ts0660029,Economically inactive: Looking after home or family,NA,Economically inactive: Looking after home or family,Economically inactive: Looking after home or family,Economically inactive: Looking after home or family,Economically inactive: Looking after home or family,NA,Looking after home or family,Looking after home or family,Looking after home or family,Looking after home or family,2317340,19
ts066,ts0660030,Economically inactive: Long-term sick or disabled,NA,Economically inactive: Long-term sick or disabled,Economically inactive: Long-term sick or disabled,Economically inactive: Long-term sick or disabled,Economically inactive: Long-term sick or disabled,NA,Long-term sick or disabled,Long-term sick or disabled,Long-term sick or disabled,Long-term sick or disabled,2025621,19
ts066,ts0660031,Economically inactive: Other,NA,Economically inactive: Other,Economically inactive: Other,Economically inactive: Other,Economically inactive: Other,NA,Other,Other,Other,Other,1520213,19
ts067,ts0670001,Total: All usual residents aged 16 years and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48566373,7
ts067,ts0670002,No qualifications,No qualifications,No qualifications,No qualifications,No qualifications,No qualifications,No qualifications,No qualifications,No qualifications,No qualifications,No qualifications,8827472,7
ts067,ts0670003,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,Level 1 and entry level qualifications,4679223,7
ts067,ts0670004,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,Level 2 qualifications,6493490,7
ts067,ts0670005,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,Apprenticeship,2590252,7
ts067,ts0670006,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,Level 3 qualifications,8225629,7
ts067,ts0670007,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,Level 4 qualifications and above,16413231,7
ts067,ts0670008,Other qualifications,Other qualifications,Other qualifications,Other qualifications,Other qualifications,Other qualifications,Other qualifications,Other qualifications,Other qualifications,Other qualifications,Other qualifications,1337076,7
ts068,ts0680001,Total: All usual residents aged 5 years and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56365506,2
ts068,ts0680002,Student,Student,Student,Student,Student,Student,Student,Student,Student,Student,Student,11508092,2
ts068,ts0680003,Not a student,Not a student,Not a student,Not a student,Not a student,Not a student,Not a student,Not a student,Not a student,Not a student,Not a student,44857414,2
ts070,ts0700001,Total: All usual residents aged 16 years and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48566373,7
ts070,ts0700002,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,Gender identity the same as sex registered at birth,45389635,7
ts070,ts0700003,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,Gender identity different from sex registered at birth but no specific identity given,117775,7
ts070,ts0700004,Trans woman,Trans woman,Trans woman,Trans woman,Trans woman,Trans woman,Trans woman,Trans woman,Trans woman,Trans woman,Trans woman,47572,7
ts070,ts0700005,Trans man,Trans man,Trans man,Trans man,Trans man,Trans man,Trans man,Trans man,Trans man,Trans man,Trans man,48435,7
ts070,ts0700006,Non-binary,Non-binary,Non-binary,Non-binary,Non-binary,Non-binary,Non-binary,Non-binary,Non-binary,Non-binary,Non-binary,30257,7
ts070,ts0700007,All other gender identities,All other gender identities,All other gender identities,All other gender identities,All other gender identities,All other gender identities,All other gender identities,All other gender identities,All other gender identities,All other gender identities,All other gender identities,18074,7
ts070,ts0700008,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,2914625,7
ts071,ts0710001,Total: All usual residents aged 16 years and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48566373,4
ts071,ts0710002,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,Previously served in UK armed forces,1413296,4
ts071,ts0710003,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,Previously served in UK reserve armed forces,360770,4
ts071,ts0710004,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,Previously served in both regular and reserve UK armed forces,79046,4
ts071,ts0710005,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,Has not previously served in any UK armed forces,46713261,4
ts072,ts0720001,Total: All households,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24783199,4
ts072,ts0720002,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,No people in the household previously served in UK armed forces,23038121,4
ts072,ts0720003,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1 person in the household previously served in UK armed forces,1675603,4
ts072,ts0720004,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,2 people in the household previously served in UK armed forces,67714,4
ts072,ts0720005,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,3 or more people in the household previously served in UK armed forces,1761,4
ts073,ts0730001,Total: All usual residents who have previously served in the armed forces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1853112,2
ts073,ts0730002,Lives in a household,Lives in a household,Lives in a household,Lives in a household,Lives in a household,Lives in a household,Lives in a household,Lives in a household,Lives in a household,Lives in a household,Lives in a household,1816299,2
ts073,ts0730003,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,Lives in a communal establishment,36813,2
ts074,ts0740001,Total: All Household Reference Persons who have previously served in the armed forces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24778349,4
ts074,ts0740002,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,Household reference person previously served in regular UK armed forces,1064591,4
ts074,ts0740003,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,Household reference person previously served in reserve UK armed forces,246499,4
ts074,ts0740004,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,Household reference person previously served in both regular and reserve UK armed forces,62404,4
ts074,ts0740005,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,Household reference person has not previously served in regular or reserve UK armed forces,23404855,4
ts075,ts0750001,Total: All households,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24783199,6
ts075,ts0750002,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,One-person household,7481788,6
ts075,ts0750003,Multi-person household: No people stated their religion,Multi-person household: No people stated their religion,Multi-person household: No people stated their religion,Multi-person household: No people stated their religion,Multi-person household: No people stated their religion,Multi-person household: No people stated their religion,No people stated their religion,No people stated their religion,No people stated their religion,No people stated their religion,No people stated their religion,459865,6
ts075,ts0750004,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Same religion (at least one person has stated a religion but the household may include people who did not state their religion),8111759,6
ts075,ts0750005,Multi-person household: No religion (household may include people who did not state their religion),Multi-person household: No religion (household may include people who did not state their religion),Multi-person household: No religion (household may include people who did not state their religion),Multi-person household: No religion (household may include people who did not state their religion),Multi-person household: No religion (household may include people who did not state their religion),Multi-person household: No religion (household may include people who did not state their religion),No religion (household may include people who did not state their religion),No religion (household may include people who did not state their religion),No religion (household may include people who did not state their religion),No religion (household may include people who did not state their religion),No religion (household may include people who did not state their religion),5054408,6
ts075,ts0750006,Multi-person household: Same religion and no religion (household may include people who did not state their religion),Multi-person household: Same religion and no religion (household may include people who did not state their religion),Multi-person household: Same religion and no religion (household may include people who did not state their religion),Multi-person household: Same religion and no religion (household may include people who did not state their religion),Multi-person household: Same religion and no religion (household may include people who did not state their religion),Multi-person household: Same religion and no religion (household may include people who did not state their religion),Same religion and no religion (household may include people who did not state their religion),Same religion and no religion (household may include people who did not state their religion),Same religion and no religion (household may include people who did not state their religion),Same religion and no religion (household may include people who did not state their religion),Same religion and no religion (household may include people who did not state their religion),3390395,6
ts075,ts0750007,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),At least two different religions stated (household may include people with no religion and who did not state their religion),At least two different religions stated (household may include people with no religion and who did not state their religion),At least two different religions stated (household may include people with no religion and who did not state their religion),At least two different religions stated (household may include people with no religion and who did not state their religion),At least two different religions stated (household may include people with no religion and who did not state their religion),284984,6
ts076,ts0760001,Total: All usual residents in Wales aged 3 years and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3018171,172
ts076,ts0760002,Total: All usual residents aged 3 years and over: Aged under 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,172
ts076,ts0760003,Total: All usual residents aged 3 years and over: Aged 1 year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,172
ts076,ts0760004,Total: All usual residents aged 3 years and over: Aged 2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,172
ts076,ts0760005,Total: All usual residents aged 3 years and over: Aged 3 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32407,172
ts076,ts0760006,Total: All usual residents aged 3 years and over: Aged 4 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33357,172
ts076,ts0760007,Total: All usual residents aged 3 years and over: Aged 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34446,172
ts076,ts0760008,Total: All usual residents aged 3 years and over: Aged 6 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34085,172
ts076,ts0760009,Total: All usual residents aged 3 years and over: Aged 7 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34382,172
ts076,ts0760010,Total: All usual residents aged 3 years and over: Aged 8 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36201,172
ts076,ts0760011,Total: All usual residents aged 3 years and over: Aged 9 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36813,172
ts076,ts0760012,Total: All usual residents aged 3 years and over: Aged 10 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37048,172
ts076,ts0760013,Total: All usual residents aged 3 years and over: Aged 11 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36774,172
ts076,ts0760014,Total: All usual residents aged 3 years and over: Aged 12 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36785,172
ts076,ts0760015,Total: All usual residents aged 3 years and over: Aged 13 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36779,172
ts076,ts0760016,Total: All usual residents aged 3 years and over: Aged 14 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35317,172
ts076,ts0760017,Total: All usual residents aged 3 years and over: Aged 15 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34365,172
ts076,ts0760018,Total: All usual residents aged 3 years and over: Aged 16 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35253,172
ts076,ts0760019,Total: All usual residents aged 3 years and over: Aged 17 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34283,172
ts076,ts0760020,Total: All usual residents aged 3 years and over: Aged 18 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34584,172
ts076,ts0760021,Total: All usual residents aged 3 years and over: Aged 19 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37286,172
